"last_name","first_name","state","opensecrets_id","bioguide_id","district","birthday","gender","nominate_dim1","nominate_dim2","Industry_Type","seniority_113","seniority_114","seniority_115","seniority_116","seniority_117","total"
"Schrier","Kim","WA","N00041606","S001216",8,1968-08-23,"F",-0.288,0.449,"+",0,0,0,1,2,2900
"Schweikert","David","AZ","N00006460","S001183",1,1962-03-03,"M",0.561,-0.251,"-",2,3,4,5,6,5633
"Schweikert","David","AZ","N00006460","S001183",1,1962-03-03,"M",0.561,-0.251,"+",2,3,4,5,6,0
"Scott","David","GA","N00024871","S001157",13,1945-06-27,"M",-0.304,0.168,"-",6,7,8,9,10,9500
"Scott","David","GA","N00024871","S001157",13,1945-06-27,"M",-0.304,0.168,"+",6,7,8,9,10,0
"Scott","Robert","VA","N00002147","S000185",3,1947-04-30,"M",-0.45,0.012,"-",11,12,13,14,15,250
"Scott","Robert","VA","N00002147","S000185",3,1947-04-30,"M",-0.45,0.012,"+",11,12,13,14,15,0
"Sempolinski","Joseph","NY","N00048747","S001219",23,1983-02-10,"M",0.545,0.047,"-",0,0,0,0,1,0
"Sempolinski","Joseph","NY","N00048747","S001219",23,1983-02-10,"M",0.545,0.047,"+",0,0,0,0,1,0
"Sessions","Pete","TX","N00005681","S000250",17,1955-03-22,"M",0.588,0.149,"-",9,10,11,11,12,11600
"Sessions","Pete","TX","N00005681","S000250",17,1955-03-22,"M",0.588,0.149,"+",9,10,11,11,12,0
"Sewell","Terri","AL","N00030622","S001185",7,1965-01-01,"F",-0.398,0.4,"-",2,3,4,5,6,21500
"Sewell","Terri","AL","N00030622","S001185",7,1965-01-01,"F",-0.398,0.4,"+",2,3,4,5,6,0
"Sherman","Brad","CA","N00006897","S000344",32,1954-10-24,"M",-0.343,-0.141,"-",9,10,11,12,13,5400
"Sherman","Brad","CA","N00006897","S000344",32,1954-10-24,"M",-0.343,-0.141,"+",9,10,11,12,13,0
"Sherrill","Mikie","NJ","N00041154","S001207",11,1972-01-19,"F",-0.225,0.263,"-",0,0,0,1,2,21450
"Sherrill","Mikie","NJ","N00041154","S001207",11,1972-01-19,"F",-0.225,0.263,"+",0,0,0,1,2,0
"Simpson","Michael","ID","N00006263","S001148",2,1950-09-08,"M",0.297,0.307,"-",8,9,10,11,12,38000
"Simpson","Michael","ID","N00006263","S001148",2,1950-09-08,"M",0.297,0.307,"+",8,9,10,11,12,0
"Sires","Albio","NJ","N00027523","S001165",8,1951-01-26,"M",-0.404,0.098,"-",5,6,7,8,9,2000
"Sires","Albio","NJ","N00027523","S001165",8,1951-01-26,"M",-0.404,0.098,"+",5,6,7,8,9,0
"Slotkin","Elissa","MI","N00041357","S001208",7,1976-07-10,"F",-0.321,0.738,"-",0,0,0,1,2,6000
"Slotkin","Elissa","MI","N00041357","S001208",7,1976-07-10,"F",-0.321,0.738,"+",0,0,0,1,2,500
"Smith","Adam","WA","N00007833","S000510",9,1965-06-15,"M",-0.288,-0.165,"-",9,10,11,12,13,6400
"Smith","Adam","WA","N00007833","S000510",9,1965-06-15,"M",-0.288,-0.165,"+",9,10,11,12,13,0
"Smith","Adrian","NE","N00027623","S001172",3,1970-12-19,"M",0.513,0.233,"-",4,5,6,7,8,9000
"Smith","Adrian","NE","N00027623","S001172",3,1970-12-19,"M",0.513,0.233,"+",4,5,6,7,8,0
"Smith","Christopher","NJ","N00009816","S000522",4,1953-03-04,"M",0.178,-0.173,"-",14,15,16,17,18,0
"Smith","Christopher","NJ","N00009816","S000522",4,1953-03-04,"M",0.178,-0.173,"+",14,15,16,17,18,0
"Smith","Jason","MO","N00035282","S001195",8,1980-06-16,"M",0.581,0.254,"-",1,2,3,4,5,20300
"Smith","Jason","MO","N00035282","S001195",8,1980-06-16,"M",0.581,0.254,"+",1,2,3,4,5,0
"Smucker","Lloyd","PA","N00038781","S001199",11,1964-01-23,"M",0.45,0.112,"-",0,0,1,2,3,500
"Smucker","Lloyd","PA","N00038781","S001199",11,1964-01-23,"M",0.45,0.112,"+",0,0,1,2,3,0
"Soto","Darren","FL","N00037422","S001200",9,1978-02-25,"M",-0.361,0.167,"-",0,0,1,2,3,6000
"Soto","Darren","FL","N00037422","S001200",9,1978-02-25,"M",-0.361,0.167,"+",0,0,1,2,3,0
"Spanberger","Abigail","VA","N00041418","S001209",7,1979-08-07,"F",-0.188,0.338,"-",0,0,0,1,2,6950
"Spanberger","Abigail","VA","N00041418","S001209",7,1979-08-07,"F",-0.188,0.338,"+",0,0,0,1,2,2900
"Spartz","Victoria","IN","N00046537","S000929",5,1978-10-06,"F",0.475,-0.202,"-",0,0,0,0,1,11383
"Spartz","Victoria","IN","N00046537","S000929",5,1978-10-06,"F",0.475,-0.202,"+",0,0,0,0,1,0
"Speier","Jackie","CA","N00029649","S001175",14,1950-05-14,"F",-0.381,-0.41,"-",4,5,6,7,8,0
"Speier","Jackie","CA","N00029649","S001175",14,1950-05-14,"F",-0.381,-0.41,"+",4,5,6,7,8,0
"Stansbury","Melanie","NM","N00047871","S001218",1,1979-01-31,"F",-0.407,-0.253,"-",0,0,0,0,1,8150
"Stansbury","Melanie","NM","N00047871","S001218",1,1979-01-31,"F",-0.407,-0.253,"+",0,0,0,0,1,3000
"Stanton","Greg","AZ","N00041750","S001211",4,1970-03-08,"M",-0.284,0.247,"-",0,0,0,1,2,11000
"Stanton","Greg","AZ","N00041750","S001211",4,1970-03-08,"M",-0.284,0.247,"+",0,0,0,1,2,0
"Stauber","Pete","MN","N00041511","S001212",8,1966-05-10,"M",0.383,-0.112,"-",0,0,0,1,2,44329
"Stauber","Pete","MN","N00041511","S001212",8,1966-05-10,"M",0.383,-0.112,"+",0,0,0,1,2,0
"Steel","Michelle","CA","N00044501","S001135",45,1955-06-21,"F",0.364,0.38,"-",0,0,0,0,1,15158
"Steel","Michelle","CA","N00044501","S001135",45,1955-06-21,"F",0.364,0.38,"+",0,0,0,0,1,0
"Stefanik","Elise","NY","N00035523","S001196",21,1984-07-02,"F",0.301,-0.125,"-",0,1,2,3,4,1292
"Stefanik","Elise","NY","N00035523","S001196",21,1984-07-02,"F",0.301,-0.125,"+",0,1,2,3,4,8700
"Steil","Bryan","WI","N00043379","S001213",1,1981-03-30,"M",0.414,0.068,"-",0,0,0,1,2,10500
"Steil","Bryan","WI","N00043379","S001213",1,1981-03-30,"M",0.414,0.068,"+",0,0,0,1,2,0
"Steube","W.","FL","N00042808","S001214",17,1978-05-19,"M",0.689,-0.284,"-",0,0,0,1,2,0
"Steube","W.","FL","N00042808","S001214",17,1978-05-19,"M",0.689,-0.284,"+",0,0,0,1,2,0
"Stevens","Haley","MI","N00040915","S001215",11,1983-06-24,"F",-0.378,0.284,"-",0,0,0,1,2,21050
"Stevens","Haley","MI","N00040915","S001215",11,1983-06-24,"F",-0.378,0.284,"+",0,0,0,1,2,250
"Stewart","Chris","UT","N00033932","S001192",2,1960-07-15,"M",0.499,0.167,"-",1,2,3,4,5,2000
"Stewart","Chris","UT","N00033932","S001192",2,1960-07-15,"M",0.499,0.167,"+",1,2,3,4,5,0
"Stivers","Steve","OH","N00029574","S001187",15,1965-03-24,"M",0.3,0.269,"-",2,3,4,5,6,28400
"Stivers","Steve","OH","N00029574","S001187",15,1965-03-24,"M",0.3,0.269,"+",2,3,4,5,6,0
"Strickland","Marilyn","WA","N00046320","S001159",10,1962-09-25,"F",-0.444,0.368,"-",0,0,0,0,1,3000
"Strickland","Marilyn","WA","N00046320","S001159",10,1962-09-25,"F",-0.444,0.368,"+",0,0,0,0,1,0
"Suozzi","Thomas","NY","N00038742","S001201",3,1962-08-31,"M",-0.219,0.087,"-",0,0,1,2,3,2500
"Suozzi","Thomas","NY","N00038742","S001201",3,1962-08-31,"M",-0.219,0.087,"+",0,0,1,2,3,0
"Swalwell","Eric","CA","N00033508","S001193",14,1980-11-16,"M",-0.362,-0.077,"-",1,2,3,4,5,7470
"Swalwell","Eric","CA","N00033508","S001193",14,1980-11-16,"M",-0.362,-0.077,"+",1,2,3,4,5,0
"Takano","Mark","CA","N00006701","T000472",39,1960-12-10,"M",-0.465,-0.293,"-",1,2,3,4,5,250
"Takano","Mark","CA","N00006701","T000472",39,1960-12-10,"M",-0.465,-0.293,"+",1,2,3,4,5,0
"Taylor","Van","TX","N00027709","T000479",3,1972-08-01,"M",0.581,-0.223,"-",0,0,0,1,2,74788
"Taylor","Van","TX","N00027709","T000479",3,1972-08-01,"M",0.581,-0.223,"+",0,0,0,1,2,2900
"Tenney","Claudia","NY","N00036351","T000478",24,1961-02-04,"F",0.456,0.032,"-",0,0,1,1,2,30770
"Tenney","Claudia","NY","N00036351","T000478",24,1961-02-04,"F",0.456,0.032,"+",0,0,1,1,2,0
"Thompson","Bennie","MS","N00003288","T000193",2,1948-01-28,"M",-0.517,0.395,"-",11,12,13,14,15,12000
"Thompson","Bennie","MS","N00003288","T000193",2,1948-01-28,"M",-0.517,0.395,"+",11,12,13,14,15,0
"Thompson","Glenn","PA","N00029736","T000467",15,1959-07-27,"M",0.331,0.357,"-",3,4,5,6,7,15100
"Thompson","Glenn","PA","N00029736","T000467",15,1959-07-27,"M",0.331,0.357,"+",3,4,5,6,7,0
"Thompson","Mike","CA","N00007419","T000460",4,1951-01-24,"M",-0.393,0.068,"-",8,9,10,11,12,47000
"Thompson","Mike","CA","N00007419","T000460",4,1951-01-24,"M",-0.393,0.068,"+",8,9,10,11,12,0
"Timmons","William","SC","N00042715","T000480",4,1984-04-30,"M",0.604,0.139,"-",0,0,0,1,2,13000
"Timmons","William","SC","N00042715","T000480",4,1984-04-30,"M",0.604,0.139,"+",0,0,0,1,2,0
"Titus","Dina","NV","N00030191","T000468",1,1950-05-23,"F",-0.299,-0.193,"-",2,3,4,5,6,2500
"Titus","Dina","NV","N00030191","T000468",1,1950-05-23,"F",-0.299,-0.193,"+",2,3,4,5,6,0
"Tlaib","Rashida","MI","N00042649","T000481",12,1976-07-24,"F",-0.291,-0.957,"-",0,0,0,1,2,4500
"Tlaib","Rashida","MI","N00042649","T000481",12,1976-07-24,"F",-0.291,-0.957,"+",0,0,0,1,2,0
"Tonko","Paul","NY","N00030196","T000469",20,1949-06-18,"M",-0.415,-0.268,"-",3,4,5,6,7,60750
"Tonko","Paul","NY","N00030196","T000469",20,1949-06-18,"M",-0.415,-0.268,"+",3,4,5,6,7,2548
"Torres","Norma","CA","N00036107","T000474",35,1965-04-04,"F",-0.363,0.046,"-",0,1,2,3,4,2250
"Torres","Norma","CA","N00036107","T000474",35,1965-04-04,"F",-0.363,0.046,"+",0,1,2,3,4,0
"Torres","Ritchie","NY","N00044346","T000486",15,1988-03-12,"M",-0.352,-0.282,"-",0,0,0,0,1,3500
"Torres","Ritchie","NY","N00044346","T000486",15,1988-03-12,"M",-0.352,-0.282,"+",0,0,0,0,1,500
"Trahan","Lori","MA","N00041808","T000482",3,1973-10-27,"F",-0.421,-0.174,"-",0,0,0,1,2,4250
"Trahan","Lori","MA","N00041808","T000482",3,1973-10-27,"F",-0.421,-0.174,"+",0,0,0,1,2,500
"Trone","David","MD","N00039122","T000483",6,1955-09-21,"M",-0.322,0.196,"-",0,0,0,1,2,0
"Trone","David","MD","N00039122","T000483",6,1955-09-21,"M",-0.322,0.196,"+",0,0,0,1,2,0
"Turner","Michael","OH","N00025175","T000463",10,1960-01-11,"M",0.269,0.245,"-",6,7,8,9,10,12000
"Turner","Michael","OH","N00025175","T000463",10,1960-01-11,"M",0.269,0.245,"+",6,7,8,9,10,0
"Underwood","Lauren","IL","N00041569","U000040",14,1986-10-04,"F",-0.58,0.449,"-",0,0,0,1,2,1050
"Underwood","Lauren","IL","N00041569","U000040",14,1986-10-04,"F",-0.58,0.449,"+",0,0,0,1,2,500
"Upton","Fred","MI","N00004133","U000031",6,1953-04-23,"M",0.32,-0.355,"-",14,15,16,17,18,33233
"Upton","Fred","MI","N00004133","U000031",6,1953-04-23,"M",0.32,-0.355,"+",14,15,16,17,18,0
"Valadao","David","CA","N00033367","V000129",22,1977-04-14,"M",0.26,0.424,"-",1,2,3,3,4,23933
"Valadao","David","CA","N00033367","V000129",22,1977-04-14,"M",0.26,0.424,"+",1,2,3,3,4,0
"Van Drew","Jefferson","NJ","N00042164","V000133",2,1953-02-23,"M",0.38,-0.487,"-",0,0,0,1,2,3133
"Van Drew","Jefferson","NJ","N00042164","V000133",2,1953-02-23,"M",0.38,-0.487,"+",0,0,0,1,2,0
"Van Duyne","Beth","TX","N00045167","V000134",24,1970-11-16,"F",0.597,-0.011,"-",0,0,0,0,1,36862
"Van Duyne","Beth","TX","N00045167","V000134",24,1970-11-16,"F",0.597,-0.011,"+",0,0,0,0,1,0
"Vargas","Juan","CA","N00007021","V000130",52,1961-03-07,"M",-0.404,0.048,"-",1,2,3,4,5,5500
"Vargas","Juan","CA","N00007021","V000130",52,1961-03-07,"M",-0.404,0.048,"+",1,2,3,4,5,2900
"Veasey","Marc","TX","N00033839","V000131",33,1971-01-03,"M",-0.404,0.34,"-",1,2,3,4,5,56500
"Veasey","Marc","TX","N00033839","V000131",33,1971-01-03,"M",-0.404,0.34,"+",1,2,3,4,5,0
"Vela","Filemon","TX","N00034349","V000132",34,1963-02-13,"M",-0.311,0.407,"-",1,2,3,4,5,2500
"Vela","Filemon","TX","N00034349","V000132",34,1963-02-13,"M",-0.311,0.407,"+",1,2,3,4,5,0
"Velázquez","Nydia","NY","N00001102","V000081",7,1953-03-28,"F",-0.547,-0.351,"-",11,12,13,14,15,0
"Velázquez","Nydia","NY","N00001102","V000081",7,1953-03-28,"F",-0.547,-0.351,"+",11,12,13,14,15,0
"Wagner","Ann","MO","N00033106","W000812",2,1962-09-13,"F",0.393,0.284,"-",1,2,3,4,5,18133
"Wagner","Ann","MO","N00033106","W000812",2,1962-09-13,"F",0.393,0.284,"+",1,2,3,4,5,0
"Walberg","Tim","MI","N00026368","W000798",5,1951-04-12,"M",0.501,0.142,"-",3,4,5,6,7,25200
"Walberg","Tim","MI","N00026368","W000798",5,1951-04-12,"M",0.501,0.142,"+",3,4,5,6,7,0
"Walorski","Jackie","IN","N00031226","W000813",2,1963-08-17,"F",0.436,0.315,"-",1,2,3,4,5,10500
"Walorski","Jackie","IN","N00031226","W000813",2,1963-08-17,"F",0.436,0.315,"+",1,2,3,4,5,0
"Waltz","Michael","FL","N00042403","W000823",6,1974-01-31,"M",0.442,-0.117,"-",0,0,0,1,2,8750
"Waltz","Michael","FL","N00042403","W000823",6,1974-01-31,"M",0.442,-0.117,"+",0,0,0,1,2,0
"Wasserman Schultz","Debbie","FL","N00026106","W000797",25,1966-09-27,"F",-0.416,0.088,"-",5,6,7,8,9,0
"Wasserman Schultz","Debbie","FL","N00026106","W000797",25,1966-09-27,"F",-0.416,0.088,"+",5,6,7,8,9,0
"Waters","Maxine","CA","N00006690","W000187",43,1938-08-15,"F",-0.656,-0.079,"-",12,13,14,15,16,0
"Waters","Maxine","CA","N00006690","W000187",43,1938-08-15,"F",-0.656,-0.079,"+",12,13,14,15,16,0
"Watson Coleman","Bonnie","NJ","N00036158","W000822",12,1945-02-06,"F",-0.608,-0.193,"-",0,1,2,3,4,2500
"Watson Coleman","Bonnie","NJ","N00036158","W000822",12,1945-02-06,"F",-0.608,-0.193,"+",0,1,2,3,4,0
"Weber","Randy","TX","N00033539","W000814",14,1953-07-02,"M",0.73,0.017,"-",1,2,3,4,5,1000
"Weber","Randy","TX","N00033539","W000814",14,1953-07-02,"M",0.73,0.017,"+",1,2,3,4,5,0
"Webster","Daniel","FL","N00026335","W000806",11,1949-04-27,"M",0.525,-0.094,"-",2,3,4,5,6,1500
"Webster","Daniel","FL","N00026335","W000806",11,1949-04-27,"M",0.525,-0.094,"+",2,3,4,5,6,0
"Wenstrup","Brad","OH","N00033310","W000815",2,1958-06-17,"M",0.528,0.268,"-",1,2,3,4,5,6100
"Wenstrup","Brad","OH","N00033310","W000815",2,1958-06-17,"M",0.528,0.268,"+",1,2,3,4,5,0
"Westerman","Bruce","AR","N00035527","W000821",4,1967-11-18,"M",0.55,0.305,"-",0,1,2,3,4,29400
"Westerman","Bruce","AR","N00035527","W000821",4,1967-11-18,"M",0.55,0.305,"+",0,1,2,3,4,0
"Wexton","Jennifer","VA","N00041002","W000825",10,1968-05-27,"F",-0.369,0.313,"-",0,0,0,1,2,2900
"Wexton","Jennifer","VA","N00041002","W000825",10,1968-05-27,"F",-0.369,0.313,"+",0,0,0,1,2,0
"Wild","Susan","PA","N00041997","W000826",7,1957-06-07,"F",-0.262,0.324,"-",0,0,1,2,3,0
"Wild","Susan","PA","N00041997","W000826",7,1957-06-07,"F",-0.262,0.324,"+",0,0,1,2,3,0
"Williams","Nikema","GA","N00047361","W000788",5,1978-07-30,"F",-0.425,-0.376,"-",0,0,0,0,1,4200
"Williams","Nikema","GA","N00047361","W000788",5,1978-07-30,"F",-0.425,-0.376,"+",0,0,0,0,1,0
"Williams","Roger","TX","N00030602","W000816",25,1949-09-13,"M",0.595,0.063,"-",1,2,3,4,5,32959
"Williams","Roger","TX","N00030602","W000816",25,1949-09-13,"M",0.595,0.063,"+",1,2,3,4,5,0
"Wilson","Frederica","FL","N00030650","W000808",24,1942-11-05,"F",-0.477,-0.012,"-",2,3,4,5,6,2500
"Wilson","Frederica","FL","N00030650","W000808",24,1942-11-05,"F",-0.477,-0.012,"+",2,3,4,5,6,0
"Wilson","Joe","SC","N00024809","W000795",2,1947-07-31,"M",0.531,0.147,"-",7,8,9,10,11,3500
"Wilson","Joe","SC","N00024809","W000795",2,1947-07-31,"M",0.531,0.147,"+",7,8,9,10,11,0
"Wittman","Robert","VA","N00029459","W000804",1,1959-02-03,"M",0.451,0.001,"-",4,5,6,7,8,8000
"Wittman","Robert","VA","N00029459","W000804",1,1959-02-03,"M",0.451,0.001,"+",4,5,6,7,8,0
"Womack","Steve","AR","N00031857","W000809",3,1957-02-18,"M",0.348,0.621,"-",2,3,4,5,6,8500
"Womack","Steve","AR","N00031857","W000809",3,1957-02-18,"M",0.348,0.621,"+",2,3,4,5,6,0
"Wright","Ron","TX","N00042240","W000827",6,1953-04-08,"M",0.711,-0.09,"-",0,0,0,1,2,0
"Wright","Ron","TX","N00042240","W000827",6,1953-04-08,"M",0.711,-0.09,"+",0,0,0,1,2,0
"Yakym","Rudy","IN","N00051733","Y000067",2,1984-02-24,"M",0.519,0.201,"-",0,0,0,0,1,0
"Yakym","Rudy","IN","N00051733","Y000067",2,1984-02-24,"M",0.519,0.201,"+",0,0,0,0,1,0
"Yarmuth","John","KY","N00028073","Y000062",3,1947-11-04,"M",-0.378,-0.275,"-",4,5,6,7,8,5000
"Yarmuth","John","KY","N00028073","Y000062",3,1947-11-04,"M",-0.378,-0.275,"+",4,5,6,7,8,0
"Young","Don","AK","N00007999","Y000033",0,1933-06-09,"M",0.283,0.022,"-",14,15,16,17,18,11633
"Young","Don","AK","N00007999","Y000033",0,1933-06-09,"M",0.283,0.022,"+",14,15,16,17,18,0
"Zeldin","Lee","NY","N00029404","Z000017",1,1980-01-30,"M",0.397,-0.129,"-",0,1,2,3,4,2463
"Zeldin","Lee","NY","N00029404","Z000017",1,1980-01-30,"M",0.397,-0.129,"+",0,1,2,3,4,0
